experiment_id,sample_id,k,reference_indices,fused_indices,set_agreement,ordered_agreement,jaccard,max_rank_displacement
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:135,10,"[106, 98, 25, 89, 108, 42, 105, 81, 34, 112]","[106, 98, 25, 89, 108, 42, 105, 81, 34, 112]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:135,20,"[106, 98, 25, 89, 108, 42, 105, 81, 34, 112, 107, 100, 17, 101, 66, 54, 97, 110, 26, 62]","[106, 98, 25, 89, 108, 42, 105, 81, 34, 112, 107, 100, 17, 101, 66, 54, 97, 110, 26, 62]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:149,1,[106],[106],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:149,3,"[106, 98, 25]","[106, 98, 25]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:149,5,"[106, 98, 25, 89, 42]","[106, 98, 25, 89, 42]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:149,10,"[106, 98, 25, 89, 42, 108, 105, 81, 34, 107]","[106, 98, 25, 89, 42, 108, 105, 81, 34, 107]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:149,20,"[106, 98, 25, 89, 42, 108, 105, 81, 34, 107, 100, 17, 66, 101, 54, 97, 110, 26, 62, 111]","[106, 98, 25, 89, 42, 108, 105, 81, 34, 107, 100, 17, 66, 101, 54, 97, 110, 26, 62, 111]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:165,1,[106],[106],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:165,3,"[106, 108, 25]","[106, 108, 25]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:165,5,"[106, 108, 25, 89, 98]","[106, 108, 25, 89, 98]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:165,10,"[106, 108, 25, 89, 98, 42, 105, 81, 100, 34]","[106, 108, 25, 89, 98, 42, 105, 81, 100, 34]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:165,20,"[106, 108, 25, 89, 98, 42, 105, 81, 100, 34, 112, 107, 101, 17, 54, 66, 44, 97, 27, 109]","[106, 108, 25, 89, 98, 42, 105, 81, 100, 34, 112, 107, 101, 17, 54, 66, 44, 97, 27, 109]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:211,1,[112],[112],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:211,3,"[112, 107, 99]","[112, 107, 99]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:211,5,"[112, 107, 99, 108, 100]","[112, 107, 99, 108, 100]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:211,10,"[112, 107, 99, 108, 100, 36, 44, 35, 121, 101]","[112, 107, 99, 108, 100, 36, 44, 35, 121, 101]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:211,20,"[112, 107, 99, 108, 100, 36, 44, 35, 121, 101, 43, 113, 49, 57, 122, 37, 70, 78, 89, 17]","[112, 107, 99, 108, 100, 36, 44, 35, 121, 101, 43, 113, 49, 57, 122, 37, 70, 78, 89, 17]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:212,1,[112],[112],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:212,3,"[112, 107, 108]","[112, 107, 108]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:212,5,"[112, 107, 108, 99, 100]","[112, 107, 108, 99, 100]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:212,10,"[112, 107, 108, 99, 100, 36, 44, 35, 101, 43]","[112, 107, 108, 99, 100, 36, 44, 35, 101, 43]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:212,20,"[112, 107, 108, 99, 100, 36, 44, 35, 101, 43, 121, 113, 49, 57, 37, 122, 89, 17, 81, 106]","[112, 107, 108, 99, 100, 36, 44, 35, 101, 43, 121, 113, 49, 57, 37, 122, 89, 17, 81, 106]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:322,1,[10],[10],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:322,3,"[10, 34, 42]","[10, 34, 42]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:322,5,"[10, 34, 42, 98, 106]","[10, 34, 42, 98, 106]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:322,10,"[10, 34, 42, 98, 106, 105, 2, 97, 74, 66]","[10, 34, 42, 98, 106, 105, 2, 97, 74, 66]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:322,20,"[10, 34, 42, 98, 106, 105, 2, 97, 74, 66, 33, 41, 58, 114, 50, 122, 18, 22, 31, 23]","[10, 34, 42, 98, 106, 105, 2, 97, 74, 66, 33, 41, 58, 114, 50, 122, 18, 22, 31, 23]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:473,1,[69],[69],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:473,3,"[69, 104, 77]","[69, 104, 77]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:473,5,"[69, 104, 77, 17, 81]","[69, 104, 77, 17, 81]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:473,10,"[69, 104, 77, 17, 81, 25, 57, 82, 18, 26]","[69, 104, 77, 17, 81, 25, 57, 82, 18, 26]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:473,20,"[69, 104, 77, 17, 81, 25, 57, 82, 18, 26, 113, 49, 40, 86, 30, 22, 74, 83, 19, 62]","[69, 104, 77, 17, 81, 25, 57, 82, 18, 26, 113, 49, 40, 86, 30, 22, 74, 83, 19, 62]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:474,1,[66],[66],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:474,3,"[66, 74, 10]","[66, 74, 10]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:474,5,"[66, 74, 10, 104, 17]","[66, 74, 10, 104, 17]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:474,10,"[66, 74, 10, 104, 17, 81, 25, 57, 2, 49]","[66, 74, 10, 104, 17, 81, 25, 57, 2, 49]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:474,20,"[66, 74, 10, 104, 17, 81, 25, 57, 2, 49, 86, 40, 113, 22, 30, 82, 62, 18, 19, 88]","[66, 74, 10, 104, 17, 81, 25, 57, 2, 49, 86, 40, 113, 22, 30, 82, 62, 18, 19, 88]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:495,1,[108],[108],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:495,3,"[108, 101, 100]","[108, 101, 100]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:495,5,"[108, 101, 100, 109, 37]","[108, 101, 100, 109, 37]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:495,10,"[108, 101, 100, 109, 37, 44, 36, 52, 45, 53]","[108, 101, 100, 109, 37, 44, 36, 52, 45, 53]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:495,20,"[108, 101, 100, 109, 37, 44, 36, 52, 45, 53, 60, 107, 61, 124, 117, 27, 125, 116, 25, 91]","[108, 101, 100, 109, 37, 44, 36, 52, 45, 53, 60, 107, 61, 124, 117, 27, 125, 116, 25, 91]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:534,1,[25],[25],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:534,3,"[25, 105, 97]","[25, 105, 97]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:534,5,"[25, 105, 97, 33, 108]","[25, 105, 97, 33, 108]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:534,10,"[25, 105, 97, 33, 108, 41, 27, 40, 50, 112]","[25, 105, 97, 33, 108, 41, 27, 40, 50, 112]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:534,20,"[25, 105, 97, 33, 108, 41, 27, 40, 50, 112, 100, 90, 37, 107, 101, 89, 17, 104, 2, 58]","[25, 105, 97, 33, 108, 41, 27, 40, 50, 112, 100, 90, 37, 107, 101, 89, 17, 104, 2, 58]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:535,1,[25],[25],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:535,3,"[25, 105, 97]","[25, 105, 97]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:535,5,"[25, 105, 97, 33, 108]","[25, 105, 97, 33, 108]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:535,10,"[25, 105, 97, 33, 108, 112, 41, 27, 100, 50]","[25, 105, 97, 33, 108, 112, 41, 27, 100, 50]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:535,20,"[25, 105, 97, 33, 108, 112, 41, 27, 100, 50, 90, 37, 40, 101, 107, 89, 17, 2, 102, 110]","[25, 105, 97, 33, 108, 112, 41, 27, 100, 50, 90, 37, 40, 101, 107, 89, 17, 2, 102, 110]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:540,1,[108],[108],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:540,3,"[108, 107, 100]","[108, 107, 100]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:540,5,"[108, 107, 100, 105, 101]","[108, 107, 100, 105, 101]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:540,10,"[108, 107, 100, 105, 101, 36, 109, 44, 112, 27]","[108, 107, 100, 105, 101, 36, 109, 44, 112, 27]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:540,20,"[108, 107, 100, 105, 101, 36, 109, 44, 112, 27, 99, 25, 37, 97, 45, 110, 82, 60, 19, 91]","[108, 107, 100, 105, 101, 36, 109, 44, 112, 27, 99, 25, 37, 97, 45, 110, 82, 60, 19, 91]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:778,1,[16],[16],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:778,3,"[16, 9, 1]","[16, 9, 1]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:778,5,"[16, 9, 1, 8, 36]","[16, 9, 1, 8, 36]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:778,10,"[16, 9, 1, 8, 36, 15, 100, 14, 121, 7]","[16, 9, 1, 8, 36, 15, 100, 14, 121, 7]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B2:778,20,"[16, 9, 1, 8, 36, 15, 100, 14, 121, 7, 101, 37, 113, 112, 99, 108, 72, 6, 107, 35]","[16, 9, 1, 8, 36, 15, 100, 14, 121, 7, 101, 37, 113, 112, 99, 108, 72, 6, 107, 35]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:0,1,[20],[20],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:0,3,"[20, 19, 27]","[20, 19, 27]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:0,5,"[20, 19, 27, 28, 84]","[20, 19, 27, 28, 84]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:0,10,"[20, 19, 27, 28, 84, 83, 59, 51, 115, 123]","[20, 19, 27, 28, 84, 83, 59, 51, 115, 123]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:0,20,"[20, 19, 27, 28, 84, 83, 59, 51, 115, 123, 31, 32, 91, 30, 92, 23, 22, 88, 52, 125]","[20, 19, 27, 28, 84, 83, 59, 51, 115, 123, 31, 32, 91, 30, 92, 23, 22, 88, 52, 125]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:1,1,[19],[19],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:1,3,"[19, 20, 84]","[19, 20, 84]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:1,5,"[19, 20, 84, 28, 83]","[19, 20, 84, 28, 83]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:1,10,"[19, 20, 84, 28, 83, 27, 59, 51, 115, 88]","[19, 20, 84, 28, 83, 27, 59, 51, 115, 88]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:1,20,"[19, 20, 84, 28, 83, 27, 59, 51, 115, 88, 123, 31, 32, 30, 91, 100, 92, 23, 22, 125]","[19, 20, 84, 28, 83, 27, 59, 51, 115, 88, 123, 31, 32, 30, 91, 100, 92, 23, 22, 125]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:23,1,[108],[108],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:23,3,"[108, 100, 101]","[108, 100, 101]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:23,5,"[108, 100, 101, 109, 66]","[108, 100, 101, 109, 66]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:23,10,"[108, 100, 101, 109, 66, 107, 37, 52, 53, 60]","[108, 100, 101, 109, 66, 107, 37, 52, 53, 60]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:23,20,"[108, 100, 101, 109, 66, 107, 37, 52, 53, 60, 44, 61, 117, 36, 124, 74, 45, 125, 106, 99]","[108, 100, 101, 109, 66, 107, 37, 52, 53, 60, 44, 61, 117, 36, 124, 74, 45, 125, 106, 99]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:24,1,[108],[108],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:24,3,"[108, 100, 101]","[108, 100, 101]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:24,5,"[108, 100, 101, 109, 107]","[108, 100, 101, 109, 107]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:24,10,"[108, 100, 101, 109, 107, 52, 53, 60, 37, 44]","[108, 100, 101, 109, 107, 52, 53, 60, 37, 44]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:24,20,"[108, 100, 101, 109, 107, 52, 53, 60, 37, 44, 124, 117, 61, 36, 45, 125, 99, 116, 112, 89]","[108, 100, 101, 109, 107, 52, 53, 60, 37, 44, 124, 117, 61, 36, 45, 125, 99, 116, 112, 89]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:387,1,[101],[101],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:387,3,"[101, 108, 100]","[101, 108, 100]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:387,5,"[101, 108, 100, 25, 109]","[101, 108, 100, 25, 109]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:387,10,"[101, 108, 100, 25, 109, 107, 105, 42, 112, 34]","[101, 108, 100, 25, 109, 107, 105, 42, 112, 34]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:387,20,"[101, 108, 100, 25, 109, 107, 105, 42, 112, 34, 17, 89, 32, 99, 106, 97, 72, 67, 68, 65]","[101, 108, 100, 25, 109, 107, 105, 42, 112, 34, 17, 89, 32, 99, 106, 97, 72, 67, 68, 65]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:388,1,[108],[108],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:388,3,"[108, 100, 101]","[108, 100, 101]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:388,5,"[108, 100, 101, 109, 107]","[108, 100, 101, 109, 107]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:388,10,"[108, 100, 101, 109, 107, 42, 25, 34, 32, 105]","[108, 100, 101, 109, 107, 42, 25, 34, 32, 105]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:388,20,"[108, 100, 101, 109, 107, 42, 25, 34, 32, 105, 112, 26, 82, 106, 98, 90, 37, 99, 122, 53]","[108, 100, 101, 109, 107, 42, 25, 34, 32, 105, 112, 26, 82, 106, 98, 90, 37, 99, 122, 53]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:389,1,[101],[101],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:389,3,"[101, 108, 100]","[101, 108, 100]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:389,5,"[101, 108, 100, 107, 109]","[101, 108, 100, 107, 109]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:389,10,"[101, 108, 100, 107, 109, 42, 25, 34, 105, 26]","[101, 108, 100, 107, 109, 42, 25, 34, 105, 26]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:389,20,"[101, 108, 100, 107, 109, 42, 25, 34, 105, 26, 82, 32, 112, 90, 99, 98, 53, 45, 122, 37]","[101, 108, 100, 107, 109, 42, 25, 34, 105, 26, 82, 32, 112, 90, 99, 98, 53, 45, 122, 37]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:390,1,[108],[108],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:390,3,"[108, 101, 100]","[108, 101, 100]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:390,5,"[108, 101, 100, 107, 109]","[108, 101, 100, 107, 109]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:390,10,"[108, 101, 100, 107, 109, 42, 25, 34, 32, 105]","[108, 101, 100, 107, 109, 42, 25, 34, 32, 105]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:390,20,"[108, 101, 100, 107, 109, 42, 25, 34, 32, 105, 26, 37, 82, 99, 90, 122, 98, 112, 66, 45]","[108, 101, 100, 107, 109, 42, 25, 34, 32, 105, 26, 37, 82, 99, 90, 122, 98, 112, 66, 45]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:391,1,[108],[108],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:391,3,"[108, 101, 100]","[108, 101, 100]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:391,5,"[108, 101, 100, 107, 42]","[108, 101, 100, 107, 42]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:391,10,"[108, 101, 100, 107, 42, 109, 34, 25, 32, 37]","[108, 101, 100, 107, 42, 109, 34, 25, 32, 37]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:391,20,"[108, 101, 100, 107, 42, 109, 34, 25, 32, 37, 105, 26, 82, 112, 90, 99, 122, 45, 98, 66]","[108, 101, 100, 107, 42, 109, 34, 25, 32, 37, 105, 26, 82, 112, 90, 99, 122, 45, 98, 66]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:488,1,[34],[34],True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:488,3,"[34, 33, 25]","[34, 33, 25]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:488,5,"[34, 33, 25, 42, 41]","[34, 33, 25, 42, 41]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:488,10,"[34, 33, 25, 42, 41, 89, 40, 50, 90, 46]","[34, 33, 25, 42, 41, 89, 40, 50, 90, 46]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:488,20,"[34, 33, 25, 42, 41, 89, 40, 50, 90, 46, 58, 38, 81, 74, 17, 26, 122, 66, 10, 114]","[34, 33, 25, 42, 41, 89, 40, 50, 90, 46, 58, 38, 81, 74, 17, 26, 122, 66, 10, 114]",True,True,1.0,0
EXP-EMBED-C1-FUSED-XAI-EQUIV-001,B6:1461,1,[25],[25],True,True,1.0,0
