experiment_id,candidate_id,sample_id,feature_id,reference_attribution,candidate_attribution,absolute_error,relative_error,sign_agreement,top_1_overlap,top_3_overlap,top_5_overlap,top_10_overlap,top_20_overlap,pass
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F013,0.056295036912162484,0.056295041,4.087837512933845e-09,7.261452762367177e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F014,0.07437506780574801,0.0743750706,2.794251982574103e-09,3.7569740304265664e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F015,0.11591978266584468,0.115919776,6.665844681785771e-09,5.750394392129788e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F016,0.35197631070523205,0.351976305,5.705232064556753e-09,1.6209136498776155e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F017,0.2013828750579691,0.20138289,1.4942030918119187e-08,7.419712780353367e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F018,0.18349917548492176,0.183499187,1.1515078252033462e-08,6.275275200339886e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F019,0.020635308130748067,0.0206353068,1.3307480672963834e-09,6.448888763204242e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F020,0.007821336363893597,0.00782133639,2.610640176259338e-11,3.3378441417135468e-09,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F021,-0.049468595173610394,-0.0494685955,3.2638960284492313e-10,6.597915337992851e-09,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F022,-0.0022741680547396495,-0.00227416819,1.3526035066296904e-10,5.9476849294874945e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F023,0.033965037083441375,0.0339650363,7.834413742746626e-10,2.3066112730864816e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F024,0.587061521695959,0.587061465,5.66959590386773e-08,9.6575839061788e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F025,0.35933137255303943,0.359331369,3.553039418235926e-09,9.887918755859472e-09,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F026,0.28526807830723117,0.285268098,1.9692768860046783e-08,6.903250085639742e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F027,0.09039929647147897,0.0903993025,6.0285210295996094e-09,6.668769852099027e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F028,0.033602245994422235,0.0336022452,7.94422236327641e-10,2.364193859123316e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F029,0.020179005495286777,0.0201790053,1.9528677633329217e-10,9.67772055857289e-09,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F030,0.07030766947595864,0.0703076646,4.875958636851863e-09,6.935173179818132e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F031,0.1238276641677715,0.123827659,5.167771488512329e-09,4.1733578059831806e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F032,-0.06998594328697036,-0.0699859411,2.186970354811635e-09,3.124870869917666e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F033,-0.38463880422528984,-0.384638727,7.722528982956334e-08,2.0077352825881576e-07,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F034,-0.028056393881677116,-0.028056398,4.118322884105741e-09,1.4678732061839594e-07,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F035,-0.17533768326680715,-0.175337687,3.73319283819562e-09,2.1291446132061127e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F036,0.18478510421399988,0.184785113,8.786000121885351e-09,4.754712323407991e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F037,0.01855392755772182,0.0185539275,5.7721820378997535e-11,3.111029737473278e-09,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F038,0.03806909937635057,0.0380690992,1.763505730334458e-10,4.632381010384474e-09,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F039,0.11690244324533423,0.116902441,2.245334237982455e-09,1.9206905994858835e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F040,-0.12448488028512242,-0.124484889,8.714877583471115e-09,7.000751869231348e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F041,-0.4478412618270755,-0.447841257,4.827075517077617e-09,1.0778541256748894e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F042,-0.06918625806795696,-0.0691862553,2.7679569608585197e-09,4.000732281459338e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F043,-0.26117555455403857,-0.261175543,1.155403855923609e-08,4.423859108470085e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F044,-0.1751897025697569,-0.175189719,1.6430243082732332e-08,9.378543853734868e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F045,0.016836993839270575,0.0168369971,3.2607294260522668e-09,1.9366458509041842e-07,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F046,0.026781810744392297,0.0267818104,3.4439229593119514e-10,1.2859186379072805e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F047,0.020728362146102682,0.0207283609,1.2461026828447519e-09,6.01158294158346e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F048,-0.12694640484626327,-0.126946405,1.5373674555618777e-10,1.2110366240175811e-09,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F049,-0.19893825659697267,-0.198938265,8.403027329517698e-09,4.223937352854821e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F050,-0.04104238384670088,-0.0410423838,4.670087927483024e-11,1.1378695606294373e-09,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F051,-0.20195041344514622,-0.201950416,2.5548537729847e-09,1.2650896472062184e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F052,-0.17255286326621602,-0.172552869,5.73378397539237e-09,3.3229144198820046e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F053,-0.2902789616125952,-0.290278941,2.061259518626457e-08,7.100960769514545e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F054,-0.21118894859462928,-0.211188942,6.594629287093312e-09,3.122620445329978e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F055,-0.07295393730169933,-0.0729539245,1.2801699325604154e-08,1.7547646911314768e-07,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F056,-0.05693214793623463,-0.0569321439,4.036234624305024e-09,7.089552687921951e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F057,-0.09403065473130899,-0.0940306559,1.168691005082323e-09,1.2428829815360084e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F058,0.005524203693760641,0.00552420365,4.376064094424592e-11,7.921619724788887e-09,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F059,-0.18092951369379803,-0.180929497,1.6693798038369678e-08,9.226685960490653e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F060,-0.14389793608735052,-0.143897936,8.735051570951669e-11,6.070310532910785e-10,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F061,-0.255056373805416,-0.255056381,7.194583984126979e-09,2.8207818831517492e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F062,-0.1925203530680151,-0.192520365,1.193198490012648e-08,6.19777842185395e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F063,-0.025778780992779554,-0.0257787779,3.0927795532931235e-09,1.1997384803258882e-07,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F064,0.14745682153628503,0.147456825,3.463714981499777e-09,2.3489689696366152e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F065,0.1761046485870769,0.17610465,1.4129231118431562e-09,8.023201676840011e-09,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F066,0.1678455814658974,0.167845577,4.465897401884078e-09,2.660717882997386e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F067,0.17296007808437514,0.172960073,5.084375143127318e-09,2.9396235243643948e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F068,0.13777787014721002,0.137777865,5.147210019318393e-09,3.735875735209733e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F069,0.09853881319820633,0.0985388011,1.2098206325639183e-08,1.2277605070505764e-07,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F070,0.10488933653330314,0.104889333,3.5333031361828304e-09,3.368600901637871e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F071,0.1533708568813259,0.153370842,1.4881325893778552e-08,9.702838072615912e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F072,0.07838576791729727,0.0783857703,2.382702729564201e-09,3.0397134491023e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F073,0.12383405691161961,0.123834059,2.088380385290023e-09,1.686434602381234e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F074,0.10743154352537729,0.107431553,9.474622711391767e-09,8.81921863959228e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F075,0.09447695714006764,0.0944769606,3.4599323683881522e-09,3.662197082891439e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F076,0.08914721351744717,0.0891472101,3.4174471724712774e-09,3.833487371764505e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F077,-0.009960548515729492,-0.00996054802,4.957294921781319e-10,4.9769296479534854e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F078,-0.0013556386650056384,-0.00135563861,5.5005638282049074e-11,4.057544218969315e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F079,0.09087284995812352,0.0908728391,1.0858123511425788e-08,1.1948699217015295e-07,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F080,0.47960651843979585,0.479606509,9.439795833898756e-09,1.9682376012334614e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F081,0.27882968444296835,0.278829694,9.55703166605204e-09,3.427551727551745e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F082,0.19523782085094957,0.19523783,9.149050433920891e-09,4.6861055885814006e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F083,0.02395203000262149,0.0239520296,4.0262148823244637e-10,1.680949331594777e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F084,-0.026385711754853547,-0.0263857134,1.645146453094215e-09,6.234989862616069e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F085,-0.007248294969767539,-0.00724829454,4.2976753839713e-10,5.9292225301216346e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F086,0.013959673348022545,0.0139596723,1.0480225454828629e-09,7.50750049342179e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F087,0.15501465734240913,0.155014649,8.342409124617589e-09,5.381690523748467e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F088,0.5633994783039585,0.563399434,4.4303958501856755e-08,7.863684686969911e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F089,0.22115015314315511,0.221150175,2.185684488953399e-08,9.88326011937491e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F090,0.2574092554596903,0.257409275,1.9540309703636183e-08,7.59114495270981e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F091,0.07787169228094454,0.0778716803,1.1980944542022698e-08,1.5385493997996078e-07,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F092,0.015809241375637245,0.0158092417,3.243627554050388e-10,2.0517287812740745e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F093,0.02595963732137814,0.0259596352,2.121378139124941e-09,8.17183272964278e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F094,0.01956338788664801,0.0195633881,2.1335198885363837e-10,1.0905676976289514e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F095,-0.0518980363743078,-0.0518980362,1.7430780430149895e-10,3.3586589489499506e-09,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F096,-0.21854460197536554,-0.218544602,2.4634461137651442e-11,1.1272051981603394e-10,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F097,-0.479740115970341,-0.479740113,2.9703409731851593e-09,6.191562627980844e-09,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F098,-0.14042447002879593,-0.140424475,4.971204059511791e-09,3.5401266307021696e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F099,-0.4086167988103365,-0.408616781,1.781033653891484e-08,4.358689263576185e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F100,-0.2755050297915973,-0.275505006,2.379159730336866e-08,8.635630834531605e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F101,-0.07533361466056125,-0.0753336102,4.460561253694095e-09,5.921076897468049e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F102,-0.07379148339744845,-0.0737914741,9.297448450018564e-09,1.25996226420081e-07,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F103,0.0825278587391605,0.082527861,2.2608394878442795e-09,2.7394864260200208e-08,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F104,-0.38338738645145015,-0.383387387,5.485498721924387e-10,1.4307979124448939e-09,True,1.0,1.0,1.0,1.0,1.0,True
EXP-EMBED-C1-PREPROC-REPAIR-001,C1-PREPROC-P0-BASELINE,GOLD-MODEL-C1-B2-R00000,F105,-0.6721670396847371,-0.672167003,3.668473713691611e-08,5.4576816432597104e-08,True,1.0,1.0,1.0,1.0,1.0,True
