experiment_id,artifact_path,sha256,rows,status
EXP-XAI-LATENCY-001,results/figures/lat_02_local_explanation.png,0fa8386f52a1f67129e6a142ce2b23de45c8b547d14b27d9e929ba7b1fe7a3b6,,EXECUTED
EXP-XAI-LATENCY-001,results/figures/lat_02_local_explanation.svg,22629a3dbef073ca18d660f0bbe3ba5c483753ff86401b0be4b7e6b314e51bb5,,EXECUTED
EXP-XAI-LATENCY-001,results/figures/sources/lat_03_local_overhead.csv,9c961cd79a57529a9a2d80b88b49f171b573b8813f6e458cbd588f0727014f57,9,EXECUTED
EXP-XAI-LATENCY-001,results/figures/lat_03_local_overhead.png,ccad58234762b13fa418a6a758c8cbb3185e86d30e42a374fce1253b0a8024f1,,EXECUTED
EXP-XAI-LATENCY-001,results/figures/lat_03_local_overhead.svg,8b334810654510bd5a5578c87c1c2c70bb47e9a1ad691eb8901e51b9b6859ca9,,EXECUTED
EXP-XAI-LATENCY-001,results/figures/sources/lat_04_global_total.csv,98d01f89156f87a8df15ab689f819f7173dd29a7eb7affe14403b23f1fef2e09,14,EXECUTED
EXP-XAI-LATENCY-001,results/figures/lat_04_global_total.png,7636befdee57e19352351937878d245339fe88a07e48fd8dbcf14cadd21864a0,,EXECUTED
EXP-XAI-LATENCY-001,results/figures/lat_04_global_total.svg,6a7d02f69dcde3c54bee9e4502d815d93940e0014d72c4796338c992cca9ddc6,,EXECUTED
EXP-XAI-LATENCY-001,results/figures/sources/lat_05_computational_counts.csv,c4e988704dd5f4948276394246882d8ae5a034f454f81c0f3cb65dd1d7e88ddb,15,EXECUTED
EXP-XAI-LATENCY-001,results/figures/lat_05_computational_counts.png,2e7cd9554f589eb5102c2311535f625e763a6efc8f1dd3aa083ad8b84c665982,,EXECUTED
EXP-XAI-LATENCY-001,results/figures/lat_05_computational_counts.svg,5a1982a05bff94255dbb9dfcbb1c51aaf140d7d4494c3e933a9f9fd987126455,,EXECUTED
EXP-XAI-LATENCY-001,results/figures/sources/lat_06_host_latency_distribution.csv,4d2fee550af97011031656ac914143e74fa4a7c11cc624788ca838a701cbff89,8516,EXECUTED
EXP-XAI-LATENCY-001,results/figures/lat_06_host_latency_distribution.png,c6f73472b14fa6e24eb11b004e4589d8bd96d209abefc9108aaea793f24b7bcd,,EXECUTED
EXP-XAI-LATENCY-001,results/figures/lat_06_host_latency_distribution.svg,83088f2ae7d6064cb961157d65693b8bb909893eac08405f1e038b45967af12c,,EXECUTED
EXP-XAI-LATENCY-001,results/figures/sources/lat_07_fidelity_vs_host_cost.csv,35a8497750eb53e2becd27d2a16d6e25bf5240489cc86cbe4b4392ecb62dc784,11,EXECUTED
EXP-XAI-LATENCY-001,results/figures/lat_07_fidelity_vs_host_cost.png,d72e6603d8a8bfb089e043eed99e56af1652f1bfa40db2a3f0d6db0e481736ed,,EXECUTED
EXP-XAI-LATENCY-001,results/figures/lat_07_fidelity_vs_host_cost.svg,ac32cbe26cded9add27589a4065cf9ec68fb1e9a8aa3585d44fe18f81494401d,,EXECUTED
EXP-XAI-LATENCY-001,results/figures/sources/lat_08_stability_vs_host_cost.csv,228bde216d9bd00878fe8185456015091042fc8d6af2f6f0a458b419cedda680,0,EXECUTED
EXP-XAI-LATENCY-001,results/figures/lat_08_stability_vs_host_cost.png,9a69c202de6b94fe20957eda9df396e4de28777a8816c802b299d400cb8a3158,,EXECUTED
EXP-XAI-LATENCY-001,results/figures/lat_08_stability_vs_host_cost.svg,4c73fb318c4e569ccc62146a5a4073bd15cbbc8b6d43d8f73a44cf2e2b7b2568,,EXECUTED
EXP-XAI-LATENCY-001,results/figures/sources/lat_09_pre_hardware_evidence_map.csv,f3b1ba510833b9a6ca4cbf853e58b21cc941fe4e63f34e01f8d6782a83e4d742,15,EXECUTED
EXP-XAI-LATENCY-001,results/figures/lat_09_pre_hardware_evidence_map.png,3004fcb3ab12b84cc9d0f6c03b52d969574f190908c0be2209cd6b589e00ee54,,EXECUTED
EXP-XAI-LATENCY-001,results/figures/lat_09_pre_hardware_evidence_map.svg,94f917f0dde4767179fd0071718cf916b4d02e7d563d8fa35e4cde005f8e8059,,EXECUTED
