experiment_id,sample_id,model_id,batch,row_index_in_batch,true_label,predicted_label,correct,prediction_margin,category
EXP-XAI-0001,B10:2927,MODEL-C1,10,2927,3,1,False,0.0029534756951480334,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B10:2981,MODEL-C1,10,2981,3,1,False,0.003253925370909738,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B2:0,MODEL-C2,2,0,1,1,True,0.61,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:1,MODEL-C2,2,1,1,1,True,0.465,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:12,MODEL-C2,2,12,1,4,False,0.03500000000000003,MISCLASSIFIED
EXP-XAI-0001,B2:13,MODEL-C2,2,13,1,4,False,0.08499999999999996,MISCLASSIFIED
EXP-XAI-0001,B2:26,MODEL-C2,2,26,1,4,False,0.04500000000000004,MISCLASSIFIED
EXP-XAI-0001,B2:27,MODEL-C2,2,27,1,4,False,0.10499999999999998,MISCLASSIFIED
EXP-XAI-0001,B2:40,MODEL-C2,2,40,1,4,False,0.04500000000000004,MISCLASSIFIED
EXP-XAI-0001,B2:70,MODEL-C2,2,70,2,2,True,0.875,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:71,MODEL-C2,2,71,2,2,True,0.805,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:211,MODEL-C2,2,211,5,5,True,0.235,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:212,MODEL-C2,2,212,5,5,True,0.395,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:473,MODEL-C2,2,473,6,6,True,0.065,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:474,MODEL-C2,2,474,6,6,True,0.5249999999999999,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:514,MODEL-C2,2,514,3,3,True,0.36,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:515,MODEL-C2,2,515,3,3,True,0.35,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:720,MODEL-C2,2,720,5,4,False,0.0,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B2:732,MODEL-C2,2,732,5,4,False,0.0,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B2:744,MODEL-C2,2,744,5,4,False,0.0,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B2:746,MODEL-C2,2,746,5,4,False,0.0,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B2:748,MODEL-C2,2,748,5,4,False,0.0,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B6:0,MODEL-C2,6,0,2,2,True,0.8200000000000001,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B6:1,MODEL-C2,6,1,2,2,True,0.8400000000000001,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B6:23,MODEL-C2,6,23,1,1,True,0.48,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B6:24,MODEL-C2,6,24,1,1,True,0.5700000000000001,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B6:387,MODEL-C2,6,387,3,1,False,0.4700000000000001,MISCLASSIFIED
EXP-XAI-0001,B6:388,MODEL-C2,6,388,3,1,False,0.16500000000000004,MISCLASSIFIED
EXP-XAI-0001,B6:389,MODEL-C2,6,389,3,1,False,0.015000000000000013,MISCLASSIFIED
EXP-XAI-0001,B6:390,MODEL-C2,6,390,3,1,False,0.020000000000000018,MISCLASSIFIED
EXP-XAI-0001,B6:391,MODEL-C2,6,391,3,1,False,0.0050000000000000044,"MISCLASSIFIED,NEAR_DECISION_BOUNDARY"
EXP-XAI-0001,B6:392,MODEL-C2,6,392,3,3,True,0.08000000000000002,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B6:393,MODEL-C2,6,393,3,3,True,0.08500000000000002,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B6:926,MODEL-C2,6,926,2,3,False,0.0050000000000000044,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B6:928,MODEL-C2,6,928,2,3,False,0.0050000000000000044,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B6:932,MODEL-C2,6,932,2,2,True,0.0,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B6:1338,MODEL-C2,6,1338,2,1,False,0.004999999999999949,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B10:0,MODEL-C2,10,0,4,1,False,0.4,MISCLASSIFIED
EXP-XAI-0001,B10:1,MODEL-C2,10,1,3,2,False,0.17500000000000004,MISCLASSIFIED
EXP-XAI-0001,B10:2,MODEL-C2,10,2,4,1,False,0.94,MISCLASSIFIED
EXP-XAI-0001,B10:3,MODEL-C2,10,3,3,3,True,0.025000000000000022,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:4,MODEL-C2,10,4,4,1,False,0.9,MISCLASSIFIED
EXP-XAI-0001,B10:5,MODEL-C2,10,5,3,3,True,0.06,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:6,MODEL-C2,10,6,4,1,False,0.52,MISCLASSIFIED
EXP-XAI-0001,B10:7,MODEL-C2,10,7,3,2,False,0.0,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B10:93,MODEL-C2,10,93,3,2,False,0.0,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B10:187,MODEL-C2,10,187,2,2,True,0.024999999999999967,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:201,MODEL-C2,10,201,2,2,True,0.034999999999999976,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:523,MODEL-C2,10,523,2,2,True,0.0,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B10:840,MODEL-C2,10,840,1,1,True,0.04500000000000004,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:842,MODEL-C2,10,842,1,1,True,0.75,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:1191,MODEL-C2,10,1191,2,1,False,0.0,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B10:1323,MODEL-C2,10,1323,5,5,True,0.019999999999999962,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:1325,MODEL-C2,10,1325,5,5,True,0.24500000000000005,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:1437,MODEL-C2,10,1437,5,4,False,0.0,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B2:0,MODEL-C3,2,0,1,1,True,0.8669312083611295,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:1,MODEL-C3,2,1,1,1,True,0.8752925754221835,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:70,MODEL-C3,2,70,2,2,True,0.8639734220176661,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:71,MODEL-C3,2,71,2,2,True,0.8836879152705839,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:210,MODEL-C3,2,210,5,6,False,0.3210818552602042,MISCLASSIFIED
EXP-XAI-0001,B2:211,MODEL-C3,2,211,5,5,True,0.25409686522552943,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:212,MODEL-C3,2,212,5,5,True,0.4311144011888757,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:217,MODEL-C3,2,217,1,3,False,0.17333937166568447,MISCLASSIFIED
EXP-XAI-0001,B2:218,MODEL-C3,2,218,1,3,False,0.17333937166568447,MISCLASSIFIED
EXP-XAI-0001,B2:219,MODEL-C3,2,219,1,3,False,0.17333937166568447,MISCLASSIFIED
EXP-XAI-0001,B2:220,MODEL-C3,2,220,1,3,False,0.17333937166568447,MISCLASSIFIED
EXP-XAI-0001,B2:469,MODEL-C3,2,469,4,4,True,0.4205150277776678,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:476,MODEL-C3,2,476,6,6,True,0.3432536990112139,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:514,MODEL-C3,2,514,3,3,True,0.6592677965248618,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:515,MODEL-C3,2,515,3,3,True,0.6672979679866111,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:900,MODEL-C3,2,900,5,5,True,0.0008085830238966363,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B2:904,MODEL-C3,2,904,5,5,True,0.0013572948202937307,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B2:959,MODEL-C3,2,959,5,5,True,0.0017283606410950503,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B2:1007,MODEL-C3,2,1007,5,5,True,0.0010024926416676294,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B2:1011,MODEL-C3,2,1011,5,5,True,0.0018163579486799586,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B6:0,MODEL-C3,6,0,2,3,False,0.1819673296364059,MISCLASSIFIED
EXP-XAI-0001,B6:1,MODEL-C3,6,1,2,3,False,0.17100253896776735,MISCLASSIFIED
EXP-XAI-0001,B6:2,MODEL-C3,6,2,2,3,False,0.12823117313385562,MISCLASSIFIED
EXP-XAI-0001,B6:3,MODEL-C3,6,3,2,3,False,0.14068669023149277,MISCLASSIFIED
EXP-XAI-0001,B6:4,MODEL-C3,6,4,2,3,False,0.18486701466819358,MISCLASSIFIED
EXP-XAI-0001,B6:10,MODEL-C3,6,10,2,2,True,0.124476379084351,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B6:11,MODEL-C3,6,11,2,2,True,0.17553571111237304,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B6:23,MODEL-C3,6,23,1,1,True,0.15554734745392634,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B6:74,MODEL-C3,6,74,1,1,True,0.15823548568796558,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B6:139,MODEL-C3,6,139,1,1,True,0.003037711131623211,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B6:488,MODEL-C3,6,488,3,3,True,0.351433043200004,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B6:708,MODEL-C3,6,708,1,2,False,0.0014511236034293051,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B6:1391,MODEL-C3,6,1391,5,1,False,0.0008255542623651357,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B6:1465,MODEL-C3,6,1465,5,3,False,0.0011676724758307166,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B6:1537,MODEL-C3,6,1537,5,3,False,0.0014836161074972543,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B10:0,MODEL-C3,10,0,4,1,False,0.5444247969519589,MISCLASSIFIED
EXP-XAI-0001,B10:1,MODEL-C3,10,1,3,1,False,0.5517278695689654,MISCLASSIFIED
EXP-XAI-0001,B10:2,MODEL-C3,10,2,4,1,False,0.8540853280542291,MISCLASSIFIED
EXP-XAI-0001,B10:3,MODEL-C3,10,3,3,2,False,2.8189428136760064e-05,"MISCLASSIFIED,NEAR_DECISION_BOUNDARY"
EXP-XAI-0001,B10:4,MODEL-C3,10,4,4,1,False,0.8289693346275905,MISCLASSIFIED
EXP-XAI-0001,B10:9,MODEL-C3,10,9,3,3,True,0.8311479179542622,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:11,MODEL-C3,10,11,3,3,True,0.5169921959623507,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:120,MODEL-C3,10,120,6,6,True,0.15189431357234268,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:129,MODEL-C3,10,129,2,2,True,0.45212660693317763,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:133,MODEL-C3,10,133,2,2,True,0.5326428762380704,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:186,MODEL-C3,10,186,6,6,True,0.3390682799226667,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:195,MODEL-C3,10,195,2,1,False,0.0002405389310270456,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B10:840,MODEL-C3,10,840,1,1,True,0.8753248083128133,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:842,MODEL-C3,10,842,1,1,True,0.7487301615480257,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:1323,MODEL-C3,10,1323,5,5,True,0.07074398170530599,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:1343,MODEL-C3,10,1343,5,5,True,0.0519978118989583,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:1711,MODEL-C3,10,1711,5,1,False,0.00040749309881515927,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B10:1953,MODEL-C3,10,1953,5,5,True,0.0003828690128571677,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B10:2157,MODEL-C3,10,2157,5,5,True,0.00025514945001980927,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B2:0,MODEL-C4,2,0,1,1,True,0.4267923329310198,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:1,MODEL-C4,2,1,1,1,True,0.6914165702252365,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:70,MODEL-C4,2,70,2,2,True,0.9767335654061525,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:71,MODEL-C4,2,71,2,2,True,0.988688699265807,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:119,MODEL-C4,2,119,2,1,False,0.8347675211119349,MISCLASSIFIED
EXP-XAI-0001,B2:121,MODEL-C4,2,121,2,1,False,0.11024292087707588,MISCLASSIFIED
EXP-XAI-0001,B2:135,MODEL-C4,2,135,2,1,False,0.03904555400196513,MISCLASSIFIED
EXP-XAI-0001,B2:165,MODEL-C4,2,165,2,1,False,0.12175149103638422,MISCLASSIFIED
EXP-XAI-0001,B2:193,MODEL-C4,2,193,2,1,False,0.05021207695917035,MISCLASSIFIED
EXP-XAI-0001,B2:213,MODEL-C4,2,213,5,6,False,0.00906408157494909,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B2:214,MODEL-C4,2,214,5,5,True,0.079376600277904,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:215,MODEL-C4,2,215,5,5,True,0.17411131572976218,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:473,MODEL-C4,2,473,6,6,True,0.682482253253226,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:474,MODEL-C4,2,474,6,6,True,0.6445829282928438,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:514,MODEL-C4,2,514,3,3,True,0.9315090988545529,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:515,MODEL-C4,2,515,3,3,True,0.9382212738396047,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:722,MODEL-C4,2,722,5,4,False,0.006096228640776968,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B2:731,MODEL-C4,2,731,5,1,False,0.010571589813367088,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B2:741,MODEL-C4,2,741,5,4,False,0.00705056073464938,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B2:749,MODEL-C4,2,749,5,4,False,0.0004976310786987681,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B6:0,MODEL-C4,6,0,2,2,True,0.9999799661322368,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B6:1,MODEL-C4,6,1,2,2,True,0.9997954852501877,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B6:23,MODEL-C4,6,23,1,1,True,0.975068603323105,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B6:24,MODEL-C4,6,24,1,1,True,0.6110256897335085,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B6:387,MODEL-C4,6,387,3,3,True,0.02149181782599885,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B6:388,MODEL-C4,6,388,3,3,True,0.39184468529269856,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B6:491,MODEL-C4,6,491,3,2,False,0.19696244950140265,MISCLASSIFIED
EXP-XAI-0001,B6:492,MODEL-C4,6,492,3,2,False,0.13531698146417642,MISCLASSIFIED
EXP-XAI-0001,B6:493,MODEL-C4,6,493,3,2,False,0.05190868345229738,MISCLASSIFIED
EXP-XAI-0001,B6:494,MODEL-C4,6,494,3,1,False,0.05568926566179705,MISCLASSIFIED
EXP-XAI-0001,B6:495,MODEL-C4,6,495,3,1,False,0.4970053640305071,MISCLASSIFIED
EXP-XAI-0001,B6:521,MODEL-C4,6,521,4,1,False,0.0017438242674654991,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B6:663,MODEL-C4,6,663,5,2,False,0.002152709667877145,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B6:665,MODEL-C4,6,665,5,2,False,0.0008935967506241704,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B6:1329,MODEL-C4,6,1329,2,1,False,0.001985635437471489,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B6:1384,MODEL-C4,6,1384,5,5,True,0.01851985024023889,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B6:1389,MODEL-C4,6,1389,5,5,True,0.032264465505580237,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B6:1811,MODEL-C4,6,1811,5,1,False,0.0004255646258705392,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B6:1896,MODEL-C4,6,1896,6,6,True,0.06418533556102407,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:0,MODEL-C4,10,0,4,1,False,0.6892233807287504,MISCLASSIFIED
EXP-XAI-0001,B10:1,MODEL-C4,10,1,3,1,False,0.21676470339571596,MISCLASSIFIED
EXP-XAI-0001,B10:2,MODEL-C4,10,2,4,1,False,0.4856696199430938,MISCLASSIFIED
EXP-XAI-0001,B10:3,MODEL-C4,10,3,3,2,False,0.40290707425611744,MISCLASSIFIED
EXP-XAI-0001,B10:4,MODEL-C4,10,4,4,1,False,0.3425993917287083,MISCLASSIFIED
EXP-XAI-0001,B10:7,MODEL-C4,10,7,3,3,True,0.0321540131996621,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:9,MODEL-C4,10,9,3,3,True,0.9299388550629386,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:129,MODEL-C4,10,129,2,2,True,0.4414623192444596,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:131,MODEL-C4,10,131,2,2,True,0.27998374145743493,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:709,MODEL-C4,10,709,2,3,False,0.00030533095184293035,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B10:840,MODEL-C4,10,840,1,1,True,0.7130050818164089,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:842,MODEL-C4,10,842,1,1,True,0.9273884439220779,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:1327,MODEL-C4,10,1327,5,5,True,0.059199127159963894,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:1345,MODEL-C4,10,1345,5,5,True,0.002917939821334925,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:1754,MODEL-C4,10,1754,1,1,True,0.0004871871301614372,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B10:2197,MODEL-C4,10,2197,3,3,True,0.00023172447741909297,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B10:2524,MODEL-C4,10,2524,6,6,True,0.0015759333312124757,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:2528,MODEL-C4,10,2528,6,6,True,0.10306461169016512,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B10:2610,MODEL-C4,10,2610,6,3,False,2.4275151297603603e-05,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B10:3217,MODEL-C4,10,3217,3,1,False,0.0005366436252698947,NEAR_DECISION_BOUNDARY
